t,true_x,true_y,true_theta,est_x,est_y,est_theta,err_pos_m,err_theta_deg
90.850,16.9527,4.8593,-3.1177,15.9891,4.8627,-3.1071,0.9636,0.61
90.900,16.9377,4.8590,-3.1182,15.9790,4.8597,-3.1149,0.9587,0.19
90.950,16.9227,4.8586,-3.1188,15.9685,4.8503,-3.1138,0.9543,0.28
91.000,16.9077,4.8583,-3.1189,15.9913,4.8345,-3.0882,0.9167,1.76
91.050,16.8927,4.8579,-3.1200,15.9725,4.8280,-3.1383,0.9207,1.05
91.100,16.8777,4.8576,-3.1212,15.9346,4.8381,3.1395,0.9433,1.29
91.150,16.8627,4.8573,-3.1229,15.9281,4.8193,-3.1274,0.9354,0.26
91.200,16.8477,4.8570,-3.1263,15.9110,4.8428,-3.1305,0.9368,0.24
91.250,16.8327,4.8568,-3.1283,15.8798,4.8385,-3.1277,0.9531,0.04
91.300,16.8177,4.8566,-3.1286,15.8795,4.8498,-3.1317,0.9382,0.18
91.350,16.8027,4.8564,-3.1270,15.8746,4.8595,-3.1361,0.9281,0.52
91.400,16.7877,4.8562,-3.1268,15.8648,4.8581,-3.1039,0.9229,1.31
91.450,16.7727,4.8560,-3.1267,15.8341,4.8589,-3.1157,0.9386,0.63
91.500,16.7577,4.8557,-3.1269,15.8189,4.8590,3.1254,0.9388,1.77
91.550,16.7427,4.8555,-3.1278,15.8218,4.8365,3.1225,0.9211,1.89
91.600,16.7277,4.8553,-3.1273,15.8127,4.8459,-3.1146,0.9151,0.73
91.650,16.7127,4.8551,-3.1270,15.7725,4.8346,-3.1336,0.9404,0.38
91.700,16.6977,4.8549,-3.1298,15.7520,4.8427,-3.1292,0.9457,0.03
91.750,16.6827,4.8547,-3.1331,15.7475,4.8546,3.1239,0.9352,1.50
91.800,16.6677,4.8546,-3.1368,15.7356,4.8642,3.1389,0.9321,0.43
91.850,16.6527,4.8545,-3.1396,15.7106,4.8844,-3.1244,0.9425,0.87
91.900,16.6377,4.8545,-3.1416,15.6894,4.8521,-3.1283,0.9483,0.76
91.950,16.6227,4.8545,3.1402,15.6866,4.8336,-3.1247,0.9364,1.05
92.000,16.6077,4.8545,3.1405,15.6653,4.8249,-3.1010,0.9429,2.39
92.050,16.5927,4.8545,3.1410,15.6525,4.8526,-3.1308,0.9402,0.65
92.100,16.5777,4.8545,-3.1397,15.6239,4.8613,-3.1160,0.9538,1.36
92.150,16.5627,4.8545,-3.1360,15.6072,4.8452,-3.1172,0.9556,1.08
92.200,16.5477,4.8544,-3.1329,15.5946,4.8451,3.1348,0.9532,0.89
92.250,16.5327,4.8543,-3.1307,15.5843,4.8419,-3.1239,0.9485,0.39
92.300,16.5177,4.8541,-3.1276,15.5604,4.8330,-3.1245,0.9575,0.18
92.350,16.5027,4.8539,-3.1260,15.5648,4.8506,-3.1358,0.9379,0.56
92.400,16.4877,4.8537,-3.1230,15.5507,4.8578,-3.1324,0.9370,0.54
92.450,16.4727,4.8534,-3.1217,15.5242,4.8571,-3.1290,0.9485,0.42
92.500,16.4577,4.8531,-3.1214,15.5216,4.8396,-3.1023,0.9362,1.09
92.550,16.4427,4.8528,-3.1205,15.4969,4.8227,-3.0997,0.9462,1.19
92.600,16.4277,4.8525,-3.1206,15.5007,4.8274,-3.1246,0.9274,0.23
92.650,16.4128,4.8522,-3.1213,15.4916,4.8276,-3.1071,0.9215,0.81
92.700,16.3978,4.8518,-3.1235,15.4755,4.8322,-3.0763,0.9225,2.70
92.750,16.3828,4.8516,-3.1234,15.4544,4.8262,-3.0940,0.9287,1.68
92.800,16.3678,4.8513,-3.1242,15.3894,4.8259,3.1412,0.9787,1.02
92.850,16.3528,4.8510,-3.1270,15.3833,4.8541,-3.1288,0.9695,0.10
92.900,16.3378,4.8508,-3.1270,15.3779,4.8312,-3.1053,0.9601,1.24
92.950,16.3228,4.8506,-3.1263,15.3777,4.8160,-3.1173,0.9457,0.52
93.000,16.3078,4.8504,-3.1270,15.3585,4.8217,-3.1310,0.9497,0.23
93.050,16.2928,4.8502,-3.1270,15.3555,4.8197,-3.1390,0.9378,0.69
93.100,16.2778,4.8499,-3.1281,15.3326,4.8160,3.1237,0.9459,1.80
93.150,16.2628,4.8497,-3.1283,15.3139,4.8460,-3.1377,0.9489,0.54
93.200,16.2478,4.8495,-3.1297,15.2772,4.8356,3.1269,0.9707,1.52
93.250,16.2328,4.8494,-3.1321,15.2571,4.8274,3.1212,0.9759,1.71
93.300,16.2178,4.8492,-3.1379,15.2427,4.8224,-3.1389,0.9755,0.06
93.350,16.2028,4.8492,-3.1401,15.2164,4.8276,-3.1113,0.9866,1.65
93.400,16.1878,4.8491,-3.1411,15.2254,4.8494,-3.1140,0.9624,1.55
93.450,16.1728,4.8491,-3.1416,15.2088,4.8525,-3.1226,0.9640,1.09
93.500,16.1578,4.8491,3.1415,15.2081,4.8314,-3.1359,0.9499,0.33
93.550,16.1428,4.8491,-3.1400,15.2351,4.8351,-3.1259,0.9078,0.81
93.600,16.1278,4.8491,-3.1409,15.1755,4.8391,-3.1258,0.9523,0.87
93.650,16.1128,4.8491,-3.1379,15.1971,4.8428,-3.1391,0.9157,0.07
93.700,16.0978,4.8490,-3.1351,15.1707,4.8426,-3.1273,0.9271,0.44
93.750,16.0828,4.8489,-3.1333,15.1494,4.8326,-3.1128,0.9336,1.17
93.800,16.0678,4.8488,-3.1327,15.1265,4.8245,-3.1259,0.9416,0.39
93.850,16.0528,4.8487,-3.1323,15.1186,4.8125,-3.1310,0.9349,0.07
93.900,16.0378,4.8485,-3.1305,15.1013,4.8074,-3.1295,0.9374,0.05
93.950,16.0228,4.8484,-3.1292,15.0624,4.8161,-3.1374,0.9609,0.47
94.000,16.0078,4.8482,-3.1279,15.0388,4.8102,-3.1309,0.9698,0.17
94.050,15.9928,4.8480,-3.1277,15.0484,4.8181,3.1319,0.9449,1.35
94.100,15.9778,4.8478,-3.1274,15.0308,4.8115,3.1364,0.9477,1.11
94.150,15.9628,4.8476,-3.1278,15.0191,4.7995,-3.1225,0.9449,0.31
94.200,15.9478,4.8474,-3.1298,15.0111,4.8126,3.1363,0.9374,0.98
94.250,15.9328,4.8472,-3.1308,14.9841,4.8005,3.1393,0.9498,0.75
94.300,15.9178,4.8470,-3.1309,14.9589,4.8064,3.1386,0.9598,0.78
94.350,15.9028,4.8469,-3.1326,14.9394,4.8358,3.1226,0.9635,1.60
94.400,15.8878,4.8467,-3.1328,14.9245,4.8319,-3.1302,0.9634,0.15
94.450,15.8728,4.8466,-3.1333,14.9052,4.8072,3.1372,0.9684,0.72
94.500,15.8578,4.8465,-3.1330,14.8865,4.8198,3.1377,0.9716,0.71
94.550,15.8428,4.8463,-3.1320,14.8889,4.8217,-3.1403,0.9542,0.47
94.600,15.8278,4.8462,-3.1320,14.8819,4.8382,-3.1258,0.9459,0.36
94.650,15.8128,4.8461,-3.1315,14.8758,4.8286,3.1265,0.9372,1.44
94.700,15.7978,4.8459,-3.1298,14.8666,4.8472,-3.1224,0.9312,0.42
94.750,15.7828,4.8457,-3.1293,14.8479,4.8595,-3.1410,0.9350,0.67
94.800,15.7678,4.8455,-3.1297,14.8248,4.8656,-3.1386,0.9432,0.51
94.850,15.7528,4.8454,-3.1301,14.8011,4.8888,-3.1203,0.9527,0.56
94.900,15.7378,4.8452,-3.1301,14.8033,4.8690,-3.0838,0.9349,2.65
94.950,15.7228,4.8450,-3.1285,14.7816,4.8550,-3.1018,0.9412,1.53
95.000,15.7078,4.8448,-3.1268,14.7571,4.8440,-3.0952,0.9507,1.81
95.050,15.6928,4.8446,-3.1244,14.7673,4.8142,-3.0980,0.9260,1.51
95.100,15.6778,4.8443,-3.1237,14.7356,4.7989,-3.1274,0.9433,0.21
95.150,15.6628,4.8441,-3.1244,14.7329,4.7926,-3.1281,0.9314,0.21
95.200,15.6478,4.8438,-3.1262,14.7137,4.8040,-3.1319,0.9350,0.32
95.250,15.6328,4.8436,-3.1254,14.6977,4.7853,3.1381,0.9369,1.13
95.300,15.6178,4.8433,-3.1245,14.6845,4.7880,-3.1281,0.9349,0.21
95.350,15.6028,4.8431,-3.1246,14.6590,4.7892,3.1412,0.9454,1.00
95.400,15.5878,4.8428,-3.1236,14.6369,4.7949,-3.1362,0.9521,0.72
95.450,15.5728,4.8426,-3.1236,14.6250,4.7796,3.1249,0.9499,1.99
95.500,15.5578,4.8423,-3.1242,14.6113,4.8010,-3.1246,0.9474,0.02
95.550,15.5428,4.8420,-3.1232,14.5999,4.8207,-3.1021,0.9431,1.21
95.600,15.5278,4.8417,-3.1216,14.5722,4.8001,-3.1298,0.9565,0.47
95.650,15.5128,4.8415,-3.1202,14.5467,4.7983,3.1225,0.9671,2.32
95.700,15.4978,4.8411,-3.1210,14.5586,4.8269,3.1211,0.9393,2.35
95.750,15.4828,4.8408,-3.1234,14.5348,4.8185,3.1035,0.9483,3.22
95.800,15.4678,4.8405,-3.1244,14.5119,4.8235,3.0885,0.9561,4.02
95.850,15.4528,4.8403,-3.1261,14.5002,4.8112,-3.1367,0.9531,0.61
95.900,15.4378,4.8401,-3.1285,14.4825,4.8248,3.1374,0.9554,0.99
95.950,15.4228,4.8399,-3.1308,14.4684,4.8196,3.1334,0.9546,1.09
96.000,15.4078,4.8397,-3.1311,14.4395,4.8353,3.1309,0.9683,1.21
96.050,15.3928,4.8395,-3.1296,14.4222,4.8573,3.1388,0.9707,0.85
96.100,15.3778,4.8394,-3.1307,14.4336,4.8856,-3.1361,0.9453,0.31
96.150,15.3628,4.8392,-3.1327,14.4012,4.8559,-3.0947,0.9617,2.18
96.200,15.3478,4.8391,-3.1336,14.3895,4.8537,-3.1069,0.9584,1.53
96.250,15.3328,4.8389,-3.1343,14.3780,4.8462,-3.1073,0.9548,1.55
96.300,15.3178,4.8388,-3.1345,14.3700,4.8519,-3.0994,0.9479,2.01
96.350,15.3028,4.8387,-3.1334,14.3656,4.8404,-3.1075,0.9372,1.48
96.400,15.2878,4.8386,-3.1324,14.3416,4.8185,-3.1298,0.9464,0.15
96.450,15.2728,4.8385,-3.1317,14.3230,4.8177,-3.1355,0.9500,0.22
96.500,15.2579,4.8383,-3.1319,14.3121,4.8125,-3.1087,0.9462,1.33
96.550,15.2429,4.8382,-3.1326,14.2809,4.8033,-3.1206,0.9626,0.69
96.600,15.2279,4.8380,-3.1320,14.2718,4.8021,-3.1370,0.9568,0.28
96.650,15.2129,4.8379,-3.1309,14.2592,4.8291,-3.1214,0.9537,0.55
96.700,15.1979,4.8377,-3.1306,14.2635,4.8158,-3.1226,0.9346,0.46
96.750,15.1829,4.8376,-3.1305,14.2606,4.8229,3.1376,0.9225,0.86
96.800,15.1679,4.8374,-3.1300,14.2215,4.8258,-3.1197,0.9465,0.59
96.850,15.1529,4.8372,-3.1290,14.2206,4.8304,-3.1012,0.9323,1.59
96.900,15.1379,4.8370,-3.1283,14.1839,4.8228,-3.0857,0.9541,2.44
96.950,15.1229,4.8368,-3.1285,14.1689,4.8016,-3.0858,0.9547,2.45
97.000,15.1079,4.8366,-3.1289,14.1551,4.8116,-3.0959,0.9531,1.89
97.050,15.0929,4.8365,-3.1298,14.1240,4.7767,-3.1065,0.9708,1.34
97.100,15.0779,4.8363,-3.1310,14.0967,4.7922,-3.1320,0.9822,0.06
97.150,15.0629,4.8361,-3.1314,14.1079,4.8014,-3.1223,0.9556,0.52
97.200,15.0479,4.8360,-3.1324,14.1137,4.8301,3.1357,0.9343,0.86
97.250,15.0329,4.8358,-3.1322,14.0810,4.8464,-3.1205,0.9520,0.67
97.300,15.0179,4.8357,-3.1326,14.0577,4.8341,-3.1159,0.9602,0.96
97.350,15.0029,4.8356,-3.1344,14.0344,4.8210,-3.1319,0.9686,0.14
97.400,14.9879,4.8354,-3.1347,14.0226,4.8100,-3.1286,0.9656,0.35
97.450,14.9729,4.8353,-3.1358,14.0394,4.8438,-3.1338,0.9335,0.12
97.500,14.9579,4.8353,-3.1364,14.0138,4.8323,-3.1106,0.9441,1.48
97.550,14.9429,4.8352,-3.1348,13.9868,4.8545,-3.1187,0.9563,0.92
97.600,14.9279,4.8351,-3.1343,13.9914,4.8445,-3.0822,0.9366,2.99
97.650,14.9129,4.8350,-3.1348,13.9600,4.8502,-3.1055,0.9530,1.68
97.700,14.8979,4.8349,-3.1345,13.9531,4.8313,-3.1125,0.9448,1.26
97.750,14.8829,4.8348,-3.1342,13.9180,4.8197,-3.1013,0.9650,1.89
97.800,14.8679,4.8346,-3.1334,13.9121,4.8195,-3.0828,0.9559,2.90
97.850,14.8529,4.8345,-3.1322,13.9048,4.8318,-3.0774,0.9481,3.14
97.900,14.8379,4.8344,-3.1310,13.8779,4.8346,-3.0992,0.9600,1.82
97.950,14.8229,4.8342,-3.1283,13.8748,4.8273,-3.0882,0.9482,2.30
98.000,14.8079,4.8340,-3.1252,13.8799,4.8150,-3.0860,0.9282,2.24
98.050,14.7929,4.8338,-3.1208,13.8673,4.8090,-3.0923,0.9260,1.63
98.100,14.7779,4.8335,-3.1190,13.8404,4.8129,-3.1169,0.9378,0.12
98.150,14.7629,4.8331,-3.1175,13.8261,4.8268,-3.0891,0.9368,1.62
98.200,14.7479,4.8328,-3.1169,13.8152,4.8189,-3.1056,0.9328,0.65
98.250,14.7329,4.8324,-3.1184,13.8243,4.8520,-3.1136,0.9088,0.27
98.300,14.7179,4.8320,-3.1202,13.7985,4.8303,-3.1006,0.9194,1.13
98.350,14.7029,4.8317,-3.1225,13.7735,4.8476,-3.1150,0.9295,0.43
98.400,14.6879,4.8314,-3.1237,13.7476,4.8483,-3.0942,0.9405,1.69
98.450,14.6729,4.8312,-3.1261,13.7297,4.8343,-3.0823,0.9432,2.51
98.500,14.6579,4.8309,-3.1289,13.7091,4.8231,-3.0738,0.9488,3.16
98.550,14.6429,4.8308,-3.1312,13.6956,4.8389,-3.0892,0.9473,2.41
98.600,14.6279,4.8306,-3.1330,13.6803,4.8269,-3.0588,0.9476,4.25
98.650,14.6129,4.8305,-3.1355,13.6790,4.8053,-3.0848,0.9343,2.91
98.700,14.5979,4.8304,-3.1371,13.6452,4.8238,-3.1162,0.9527,1.20
98.750,14.5829,4.8303,-3.1378,13.6259,4.7933,-3.0911,0.9577,2.67
98.800,14.5679,4.8303,-3.1390,13.6202,4.7900,-3.1072,0.9485,1.82
98.850,14.5529,4.8302,-3.1391,13.6025,4.7712,-3.0737,0.9522,3.75
98.900,14.5379,4.8302,-3.1373,13.5940,4.7678,-3.0728,0.9460,3.70
98.950,14.5229,4.8301,-3.1356,13.5844,4.7624,-3.0711,0.9410,3.70
99.000,14.5079,4.8300,-3.1331,13.5765,4.7696,-3.0711,0.9333,3.55
99.050,14.4929,4.8299,-3.1330,13.5427,4.8018,-3.0926,0.9506,2.31
99.100,14.4779,4.8298,-3.1319,13.5290,4.7899,-3.0908,0.9497,2.36
99.150,14.4629,4.8296,-3.1309,13.5132,4.7793,-3.1296,0.9511,0.08
99.200,14.4479,4.8295,-3.1289,13.4763,4.7851,-3.1091,0.9726,1.13
99.250,14.4329,4.8293,-3.1257,13.4813,4.7934,-3.0767,0.9523,2.81
99.300,14.4179,4.8290,-3.1211,13.4952,4.7945,-3.0965,0.9233,1.41
99.350,14.4029,4.8287,-3.1195,13.4789,4.8021,-3.0827,0.9244,2.11
99.400,14.3879,4.8284,-3.1177,13.4383,4.8192,-3.0696,0.9496,2.76
99.450,14.3729,4.8280,-3.1162,13.4300,4.8332,-3.0748,0.9430,2.37
99.500,14.3579,4.8277,-3.1147,13.4039,4.8070,-3.0995,0.9542,0.87
99.550,14.3429,4.8272,-3.1136,13.3737,4.8048,-3.1105,0.9695,0.18
99.600,14.3279,4.8268,-3.1131,13.3582,4.8181,-3.1040,0.9697,0.52
99.650,14.3129,4.8264,-3.1125,13.3584,4.8177,-3.0984,0.9546,0.81
99.700,14.2980,4.8260,-3.1129,13.3525,4.7536,-3.1312,0.9483,1.05
99.750,14.2830,4.8255,-3.1135,13.3321,4.7772,-3.1330,0.9522,1.12
99.800,14.2680,4.8251,-3.1137,13.2968,4.7731,-3.1133,0.9726,0.02
99.850,14.2530,4.8247,-3.1127,13.2984,4.7806,-3.0677,0.9556,2.58
99.900,14.2380,4.8243,-3.1125,13.2872,4.7828,-3.0763,0.9517,2.08
99.950,14.2230,4.8238,-3.1112,13.2695,4.7920,-3.0951,0.9540,0.92
100.000,14.2080,4.8234,-3.1104,13.2555,4.7753,-3.0954,0.9537,0.86
100.050,14.1930,4.8229,-3.1099,13.2532,4.7821,-3.1075,0.9407,0.14
100.100,14.1780,4.8224,-3.1102,13.2500,4.7691,-3.0903,0.9295,1.14
100.150,14.1630,4.8220,-3.1118,13.2208,4.7811,-3.1052,0.9431,0.38
100.200,14.1480,4.8215,-3.1125,13.2029,4.7518,-3.1250,0.9477,0.71
100.250,14.1330,4.8211,-3.1149,13.1956,4.7588,-3.1065,0.9395,0.48
100.300,14.1180,4.8207,-3.1156,13.2007,4.7603,-3.1169,0.9193,0.08
100.350,14.1030,4.8203,-3.1161,13.1748,4.7873,-3.1172,0.9288,0.06
100.400,14.0880,4.8199,-3.1140,13.1421,4.8038,-3.1259,0.9460,0.68
100.450,14.0730,4.8195,-3.1117,13.1211,4.7938,-3.1059,0.9522,0.33
100.500,14.0581,4.8190,-3.1103,13.1001,4.8051,-3.1084,0.9581,0.11
100.550,14.0431,4.8186,-3.1091,13.1038,4.7945,-3.1037,0.9396,0.31
100.600,14.0281,4.8181,-3.1087,13.0968,4.7926,-3.1098,0.9316,0.06
100.650,14.0131,4.8176,-3.1060,13.0788,4.7988,-3.0909,0.9345,0.86
100.700,13.9981,4.8171,-3.1047,13.0560,4.7890,-3.1159,0.9425,0.64
100.750,13.9831,4.8165,-3.1013,13.0344,4.8110,-3.1095,0.9487,0.47
100.800,13.9681,4.8159,-3.0999,13.0207,4.8055,-3.1305,0.9475,1.75
100.850,13.9531,4.8153,-3.0970,12.9917,4.7947,-3.1095,0.9616,0.71
100.900,13.9381,4.8146,-3.0953,12.9774,4.7902,-3.1028,0.9610,0.43
100.950,13.9232,4.8139,-3.0948,12.9774,4.7890,-3.0740,0.9461,1.19
101.000,13.9082,4.8132,-3.0949,12.9827,4.7835,-3.1010,0.9259,0.35
101.050,13.8932,4.8125,-3.0942,12.9757,4.7851,-3.1183,0.9179,1.38
101.100,13.8782,4.8118,-3.0922,12.9643,4.7857,-3.0982,0.9143,0.34
101.150,13.8632,4.8111,-3.0914,12.9272,4.7802,-3.1173,0.9365,1.48
101.200,13.8482,4.8103,-3.0917,12.9179,4.7805,-3.0948,0.9308,0.18
101.250,13.8333,4.8096,-3.0923,12.9020,4.7790,-3.1074,0.9318,0.87
101.300,13.8183,4.8088,-3.0916,12.8791,4.7803,-3.1084,0.9397,0.96
101.350,13.8033,4.8081,-3.0906,12.8579,4.7548,-3.0965,0.9469,0.34
101.400,13.7883,4.8073,-3.0898,12.8342,4.7527,-3.1099,0.9557,1.15
101.450,13.7733,4.8065,-3.0856,12.8034,4.7475,-3.1156,0.9717,1.72
101.500,13.7584,4.8057,-3.0840,12.7970,4.7454,3.1213,0.9633,4.46
101.550,13.7434,4.8048,-3.0809,12.7750,4.7464,-3.1294,0.9702,2.78
101.600,13.7284,4.8039,-3.0788,12.7614,4.7417,-3.1276,0.9690,2.80
101.650,13.7134,4.8030,-3.0780,12.7331,4.7273,3.1273,0.9832,4.47
101.700,13.6985,4.8020,-3.0780,12.7336,4.7564,3.1385,0.9660,3.82
101.750,13.6835,4.8011,-3.0766,12.7175,4.7312,-3.1270,0.9685,2.89
101.800,13.6685,4.8001,-3.0768,12.7087,4.7462,3.1372,0.9613,3.96
101.850,13.6536,4.7991,-3.0776,12.6989,4.7571,3.1368,0.9556,3.94
101.900,13.6386,4.7982,-3.0762,12.6799,4.7502,-3.1247,0.9599,2.78
101.950,13.6236,4.7972,-3.0774,12.6660,4.7535,-3.1074,0.9586,1.72
102.000,13.6087,4.7962,-3.0783,12.6552,4.7485,-3.1197,0.9547,2.37
102.050,13.5937,4.7953,-3.0813,12.6488,4.7598,-3.1195,0.9456,2.19
102.100,13.5787,4.7944,-3.0845,12.6451,4.7418,-3.1386,0.9351,3.10
102.150,13.5637,4.7935,-3.0881,12.6282,4.7581,-3.1203,0.9362,1.85
102.200,13.5488,4.7927,-3.0913,12.6219,4.7641,3.1182,0.9273,4.22
102.250,13.5338,4.7920,-3.0918,12.6291,4.7638,3.1316,0.9051,3.43
102.300,13.5188,4.7912,-3.0931,12.5890,4.7499,-3.1414,0.9307,2.77
102.350,13.5038,4.7905,-3.0938,12.5582,4.7595,-3.1071,0.9461,0.76
102.400,13.4888,4.7898,-3.0947,12.5259,4.7414,-3.1329,0.9641,2.19
102.450,13.4739,4.7891,-3.0961,12.5149,4.7478,-3.1088,0.9599,0.73
102.500,13.4589,4.7884,-3.0969,12.5015,4.7556,-3.1242,0.9579,1.57
102.550,13.4439,4.7877,-3.0976,12.4930,4.7428,3.1237,0.9520,3.55
102.600,13.4289,4.7870,-3.0977,12.4959,4.7243,3.1090,0.9351,4.38
102.650,13.4139,4.7864,-3.0967,12.4658,4.7510,3.0963,0.9487,5.17
102.700,13.3989,4.7857,-3.0965,12.4717,4.7500,3.1103,0.9279,4.38
102.750,13.3839,4.7850,-3.0960,12.4657,4.7431,3.1411,0.9191,2.64
102.800,13.3690,4.7844,-3.0950,12.4365,4.7325,3.1212,0.9340,3.84
102.850,13.3540,4.7837,-3.0941,12.4126,4.7482,3.1077,0.9420,4.66
102.900,13.3390,4.7829,-3.0961,12.3760,4.7489,3.1169,0.9636,4.02
102.950,13.3240,4.7823,-3.0966,12.3536,4.7333,3.1095,0.9717,4.42
103.000,13.3090,4.7816,-3.0979,12.3159,4.7291,3.1080,0.9945,4.43
103.050,13.2940,4.7809,-3.1001,12.3332,4.7401,3.1247,0.9617,3.35
103.100,13.2790,4.7803,-3.1019,12.3360,4.7458,3.1241,0.9437,3.28
103.150,13.2641,4.7797,-3.1026,12.3245,4.7489,3.1165,0.9401,3.67
103.200,13.2491,4.7791,-3.1043,12.3196,4.7514,-3.1404,0.9299,2.07
103.250,13.2341,4.7786,-3.1051,12.2730,4.7670,-3.1401,0.9611,2.00
103.300,13.2191,4.7780,-3.1074,12.2551,4.7702,-3.1382,0.9640,1.77
103.350,13.2041,4.7775,-3.1084,12.2444,4.7649,3.1306,0.9598,2.53
103.400,13.1891,4.7770,-3.1109,12.2472,4.7788,3.0964,0.9419,4.35
103.450,13.1741,4.7766,-3.1135,12.2321,4.7764,3.1304,0.9420,2.25
103.500,13.1591,4.7761,-3.1156,12.2466,4.7703,-3.1092,0.9125,0.37
103.550,13.1441,4.7757,-3.1158,12.2108,4.7765,-3.1315,0.9333,0.90
103.600,13.1291,4.7754,-3.1143,12.2045,4.7590,-3.1156,0.9247,0.07
103.650,13.1141,4.7749,-3.1142,12.1979,4.7871,-3.1222,0.9163,0.46
103.700,13.0991,4.7745,-3.1131,12.2052,4.7896,-3.1326,0.8940,1.12
103.750,13.0841,4.7741,-3.1130,12.1800,4.8016,-3.1129,0.9045,0.00
103.800,13.0692,4.7737,-3.1128,12.1473,4.7764,-3.1230,0.9219,0.58
103.850,13.0542,4.7732,-3.1128,12.1376,4.7815,-3.1171,0.9166,0.24
103.900,13.0392,4.7728,-3.1126,12.1107,4.7749,-3.1346,0.9285,1.26
103.950,13.0242,4.7724,-3.1107,12.0966,4.7597,-3.1322,0.9277,1.23
104.000,13.0092,4.7719,-3.1086,12.0809,4.7722,3.1121,0.9283,3.58
104.050,12.9942,4.7714,-3.1081,12.0649,4.7641,3.1295,0.9293,2.61
104.100,12.9792,4.7709,-3.1082,12.0349,4.7549,-3.1137,0.9445,0.31
104.150,12.9642,4.7704,-3.1094,12.0097,4.7402,3.1359,0.9549,2.17
104.200,12.9492,4.7699,-3.1100,12.0018,4.7616,3.1396,0.9474,1.92
104.250,12.9342,4.7695,-3.1100,11.9812,4.7561,-3.1202,0.9531,0.58
104.300,12.9192,4.7690,-3.1105,11.9956,4.7691,-3.1027,0.9236,0.45
104.350,12.9042,4.7685,-3.1107,11.9765,4.7616,-3.1270,0.9277,0.93
104.400,12.8892,4.7681,-3.1116,11.9715,4.7937,-3.1106,0.9181,0.06
104.450,12.8742,4.7676,-3.1122,11.9352,4.7673,-3.1337,0.9390,1.23
104.500,12.8593,4.7672,-3.1126,11.9238,4.7863,-3.1127,0.9357,0.01
104.550,12.8443,4.7667,-3.1149,11.9231,4.7920,3.1272,0.9215,2.36
104.600,12.8293,4.7663,-3.1169,11.8788,4.7912,-3.1305,0.9508,0.78
104.650,12.8143,4.7660,-3.1189,11.8760,4.8010,-3.1039,0.9390,0.86
104.700,12.7993,4.7656,-3.1197,11.8571,4.8050,-3.1159,0.9430,0.22
104.750,12.7843,4.7653,-3.1214,11.8429,4.8165,-3.1055,0.9428,0.91
104.800,12.7693,4.7650,-3.1234,11.8093,4.8117,-3.1082,0.9612,0.87
104.850,12.7543,4.7647,-3.1254,11.8072,4.7894,-3.0928,0.9474,1.87
104.900,12.7393,4.7645,-3.1260,11.7925,4.7905,-3.0785,0.9472,2.72
104.950,12.7243,4.7642,-3.1286,11.7999,4.7806,-3.0907,0.9245,2.17
105.000,12.7093,4.7641,-3.1297,11.7677,4.7853,-3.1002,0.9418,1.69
105.050,12.6943,4.7639,-3.1302,11.7545,4.7920,-3.1151,0.9402,0.87
105.100,12.6793,4.7637,-3.1316,11.7452,4.7886,-3.0863,0.9344,2.60
105.150,12.6643,4.7636,-3.1334,11.6968,4.7722,-3.1141,0.9676,1.11
105.200,12.6493,4.7634,-3.1351,11.7415,4.7416,-3.0806,0.9081,3.13
105.250,12.6343,4.7633,-3.1361,11.7100,4.7679,-3.1215,0.9243,0.84
105.300,12.6193,4.7632,-3.1376,11.6787,4.7757,-3.1147,0.9406,1.31
105.350,12.6043,4.7632,-3.1387,11.6590,4.7643,-3.1254,0.9453,0.76
105.400,12.5893,4.7631,-3.1380,11.6269,4.7553,-3.1158,0.9624,1.27
105.450,12.5743,4.7631,-3.1378,11.6305,4.7518,-3.0959,0.9439,2.40
105.500,12.5593,4.7630,-3.1386,11.6164,4.7382,-3.1235,0.9433,0.87
105.550,12.5443,4.7630,-3.1399,11.6106,4.7397,-3.1285,0.9340,0.65
105.600,12.5293,4.7630,-3.1415,11.5721,4.7421,-3.1144,0.9574,1.55
105.650,12.5143,4.7630,3.1398,11.5524,4.7561,-3.1141,0.9619,1.68
105.700,12.4993,4.7630,3.1389,11.5445,4.7832,-3.0851,0.9550,3.39
105.750,12.4843,4.7630,3.1383,11.5456,4.7845,-3.1081,0.9390,2.11
105.800,12.4693,4.7631,3.1369,11.5169,4.7605,-3.1227,0.9524,1.35
105.850,12.4543,4.7631,3.1376,11.5104,4.7863,-3.1125,0.9442,1.89
105.900,12.4393,4.7632,3.1379,11.4910,4.7816,-3.0877,0.9484,3.30
105.950,12.4243,4.7633,3.1367,11.5128,4.7656,-3.1023,0.9115,2.53
106.000,12.4093,4.7633,3.1355,11.4901,4.7735,-3.1017,0.9193,2.64
106.050,12.3943,4.7634,3.1357,11.4791,4.7662,-3.1195,0.9152,1.60
106.100,12.3793,4.7635,3.1356,11.4718,4.7656,-3.0612,0.9075,4.95
106.150,12.3643,4.7636,3.1345,11.4289,4.7359,-3.1113,0.9358,2.14
106.200,12.3493,4.7637,3.1330,11.4108,4.7387,-3.1097,0.9388,2.32
106.250,12.3343,4.7638,3.1319,11.3868,4.7424,-3.0889,0.9478,3.57
106.300,12.3193,4.7640,3.1313,11.3709,4.7532,-3.1035,0.9485,2.77
106.350,12.3043,4.7641,3.1313,11.3554,4.7519,-3.0848,0.9490,3.84
